maintenance_number,client,address,full_name,reference_year,service_date,month,source,model_diffuseur,emplacement,parfum,qte_restante,qte_livree,commentaire
014798,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-02-01,2,Controle,Astree,1er,RG,0,0,
014798,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-02-01,2,Recharge,,ENTREE,,0,300,
014798,Equipement Concept,Soukra,Equipement Concept Soukra,2025,2025-02-01,2,Recharge,,ENTREE,,0,300,
015020,Dr Fodha,Lac2,Dr Fodha  Lac2,2025,2025-02-07,2,Controle,,,,0,0,
015009,Energy Car,Menzah6,Energy Car  Menzah6,2025,2025-02-28,2,Controle,Astree,Salle,TH,0,0,
015057,A Table,Lac1,A Table  Lac1,2025,2025-03-10,3,Controle,Astree,Salon,,43,0,
015056,Global Studies,Lac2,Global Studies Lac2,2025,2025-03-19,3,Controle,Astree,ENTREE,,28,0,
015056,Global Studies,Lac2,Global Studies Lac2,2025,2025-03-19,3,Recharge,,ENTREE,,0,300,
015051,Arena Gym,Soukra,Arena Gym Soukra,2025,2025-02-10,2,Controle,Aromair100,ENTREE,,148,0,
015063,Future Generation,Aouina,Future Generation Aouina,2025,2025-03-12,3,Controle,Aromair100,Accal,,13,0,
015063,Future Generation,Aouina,Future Generation Aouina,2025,2025-03-12,3,Recharge,,Fond,,0,150,
015066,Optivision,Jardin d'El Menzah,Optivision Jardin d'El Menzah,2025,2025-03-12,3,Controle,Astree,ENTREE,,239,0,
015059,Poliform,Soukra,Poliform Soukra,2025,2025-03-11,3,Controle,Aromair100,Com,RG,0,0,
015061,Global Studies,Lac2,Global Studies Lac2,2025,2025-03-11,3,Controle,Aromair100,WC,,0,0,
015061,Global Studies,Lac2,Global Studies Lac2,2025,2025-03-11,3,Recharge,,ENTREE,,0,300,
015068,Dr Slim Kassar,Berges du Lac,Dr Slim Kassar Berges du Lac,2025,2025-03-12,3,Controle,Astree,ENTREE,,0,0,
015068,Dr Slim Kassar,Berges du Lac,Dr Slim Kassar Berges du Lac,2025,2025-03-12,3,Controle,Aromair100,Fond,TH,169,0,
015069,A Table,Lac1,A Table  Lac1,2025,2025-03-12,3,Controle,Aromair100,ENTREE,,49,0,
015069,A Table,Lac1,A Table  Lac1,2025,2025-03-12,3,Recharge,Aromair100,ENTREE,,0,300,
015052,716,CUN,716 CUN,2025,2025-03-06,3,Controle,Aromair100,Salon,,0,0,
015052,716,CUN,716 CUN,2025,2025-03-06,3,Recharge,,,,0,150,
015060,Innov8,Ariana,Innov8 Ariana,2025,2025-03-11,3,Controle,Zee300,RDC,,0,0,
015060,Innov8,Ariana,Innov8 Ariana,2025,2025-03-11,3,Controle,Zee300,"""-1""",,77,0,
015060,Innov8,Ariana,Innov8 Ariana,2025,2025-03-11,3,Controle,Zee300,"""-1""",,58,0,
015060,Innov8,Ariana,Innov8 Ariana,2025,2025-03-11,3,Recharge,Zee300,RDC,,0,300,
015060,Innov8,Ariana,Innov8 Ariana,2025,2025-03-11,3,Recharge,Zee300,"""-1""",,0,300,
015060,Innov8,Ariana,Innov8 Ariana,2025,2025-03-11,3,Recharge,Zee300,"""-1""",,0,300,
015049,716,CUN,716 CUN,2025,2025-03-06,3,Controle,Aromair100,WC,,161,0,
015055,Maison Mme Dridi,Soukra,Maison Mme Dridi Soukra,2025,2025-02-19,2,Controle,Aromair100,ENTREE,TH,211,0,
015058,A Table,Lac1,A Table Lac1,2025,2025-03-10,3,Controle,Astree,Fond,,142,0,
015065,Poliform,Soukra,Poliform Soukra,2025,2025-03-17,3,Recharge,,ENTREE,,0,300,
015054,Armani Mall,Lac2,Armani Mall Lac2,2025,2025-03-06,3,Controle,Aromair100,Salle,,61,0,
015054,Armani Mall,Lac2,Armani Mall Lac2,2025,2025-03-06,3,Recharge,Aromair100,Salle,,0,300,
015062,Baya Deco,Marsa,Baya Deco  Marsa,2025,2025-03-11,3,Controle,Astree,ENTREE,,0,0,
015029,Ooredoo DSC,Charguia,Ooredoo DSC Charguia,2025,2025-02-27,2,Controle,,9ème,,0,0,
015029,Ooredoo DSC,Charguia,Ooredoo DSC Charguia,2025,2025-02-27,2,Controle,,2ème,,0,0,
015029,Ooredoo DSC,Charguia,Ooredoo DSC Charguia,2025,2025-02-27,2,Controle,,10ème,,0,0,
015029,Ooredoo DSC,Charguia,Ooredoo DSC Charguia,2025,2025-02-27,2,Recharge,,9ème,,0,300,
015029,Ooredoo DSC,Charguia,Ooredoo DSC Charguia,2025,2025-02-27,2,Recharge,,2ème,,0,300,
015029,Ooredoo DSC,Charguia,Ooredoo DSC Charguia,2025,2025-02-27,2,Recharge,,10ème,,0,300,
015026,Clinique Alyssa,Lac1,Clinique Alyssa  Lac1,2025,2025-02-28,2,Controle,Zee300,ENTREE,FM,163,0,
015026,Clinique Alyssa,Lac1,Clinique Alyssa  Lac1,2025,2025-02-28,2,Recharge,,ENTREE,FM,0,300,
015007,Palma,Soukra,Palma Soukra,2025,2025-02-27,2,Controle,Aromair100,ACCAL,,189,0,
015007,Palma,Soukra,Palma Soukra,2025,2025-02-27,2,Controle,Aromair100,WC,,169,0,
015007,Palma,Soukra,Palma Soukra,2025,2025-02-27,2,Controle,Zee300,ENTREE,,59,0,
015007,Palma,Soukra,Palma Soukra,2025,2025-02-27,2,Recharge,,ENTREE,,0,300,
015007,Palma,Soukra,Palma Soukra,2025,2025-02-27,2,Recharge,,ENTREE,,0,300,
015007,Palma,Soukra,Palma Soukra,2025,2025-02-27,2,Recharge,,ENTREE,,0,300,
015025,Dar Zarrouk,Sidi Bou Said,Dar Zarrouk  Sidi Bou Said,2025,2025-02-28,2,Controle,,,,0,0,
015021,Residence Khadija,Jardins Carthage,Residence Khadija Jardins Cathage,2025,2025-02-27,2,Controle,Zee300,ENTREE,,0,0,
015021,Residence Khadija,Jardins Carthage,Residence Khadija Jardins Cathage,2025,2025-02-27,2,Recharge,Zee300,ENTREE,,0,300,
015022,Villa Didon,Carthage,Villa Didon Carthage,2025,2025-02-27,2,Controle,Zee300,ENTREE,,79,0,
015022,Villa Didon,Carthage,Villa Didon Carthage,2025,2025-02-27,2,Recharge,Zee300,ENTREE,,0,600,
015018,Ceram Home,GP9,Ceram Home  GP9,2025,2025-02-27,2,Controle,,,,0,0,
015024,Obioskin,Menzah9,Obioskin  Menzah9,2025,2025-02-27,2,Controle,Aromair100,ENTREE,,0,0,
015024,Obioskin,Menzah9,Obioskin  Menzah9,2025,2025-02-27,2,Recharge,,ENTREE,,0,300,
015028,Game Production,GP9,Game Production  GP9,2025,2025-02-28,2,Controle,,Salle,,0,0,
015028,Game Production,GP9,Game Production  GP9,2025,2025-02-28,2,Recharge,,Salle,,0,300,
015008,City Loft,Soukra,City Loft  Soukra,2025,2025-02-27,2,Controle,,,,0,0,
015027,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-28,2,Controle,Iceburg,Fond,,72,0,
015027,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-28,2,Controle,Iceburg,VITRINE,,0,0,
015027,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-28,2,Recharge,Iceburg,Fond,,0,300,
015027,Slim Optic,Lac1,Slim Optic  Lac1,2025,2025-02-28,2,Recharge,Iceburg,VITRINE,,0,300,
015019,Tony Nasr,GP9,Tony Nasr  GP9,2025,2025-02-27,2,Controle,Aromair100,ENTREE,,16,0,
015019,Tony Nasr,GP9,Tony Nasr  GP9,2025,2025-02-27,2,Recharge,Aromair100,ENTREE,,0,300,
015611,HG Ykone,Lac1,HG Ykone Lac1,2025,2025-04-05,4,Controle,Zee300,,,479,0,
015611,HG Ykone,Lac1,HG Ykone Lac1,2025,2025-04-05,4,Controle,Astree,,S,102,0,
015611,HG Ykone,Lac1,HG Ykone Lac1,2025,2025-04-05,4,Controle,Astree,,,74,0,
015611,HG Ykone,Lac1,HG Ykone Lac1,2025,2025-04-05,4,Controle,Astree,,,453,0,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Controle,Zee300,,,119,0,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Controle,Aromair100,,,0,0,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Controle,Aromair100,,,75,0,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Controle,Aromair100,,,270,0,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Controle,Aromair100,,,0,0,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Recharge,,,FO,0,300,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Recharge,,2h,FO,0,300,
015614,Ooredoo,Lac2,Ooredoo  Lac2,2025,2025-04-03,4,Recharge,,Tam,FO,0,300,
015500,Pharmacie Victoria,Lac1,Pharmacie Victoria Lac1,2025,2025-04-03,4,Controle,Aromair100,ENTREE,FE3,68,0,
015624,716,Menzah6,716 Menzah6,2025,2025-04-02,4,Controle,Zee300,ENTREE,FM,250,0,
015624,716,Menzah6,716 Menzah6,2025,2025-04-02,4,Controle,Zee300,ENTREE,FM,250,0,
015624,716,Menzah6,716 Menzah6,2025,2025-04-02,4,Controle,Zee300,ENTREE,FM,250,0,
015624,716,Menzah6,716 Menzah6,2025,2025-04-02,4,Controle,Aromair100,,FM,32,0,
015624,716,Menzah6,716 Menzah6,2025,2025-04-02,4,Controle,Aromair100,,,37,0,
015612,A Table,Marsa,A Table Marsa,2025,2025-04-03,4,Controle,Astree,ENTREE,,400,0,
015602,Red Castle,Aouina,Red Castle Aouina,2025,2025-04-02,4,Recharge,,,,0,0,
015613,Meuble Karray,Soukra,Meuble Karray Soukra,2025,2025-04-03,4,Controle,Astree,RDC,,148,0,
015613,Meuble Karray,Soukra,Meuble Karray Soukra,2025,2025-04-03,4,Controle,Astree,"""-1""",RG,854,0,
015613,Meuble Karray,Soukra,Meuble Karray Soukra,2025,2025-04-03,4,Controle,Astree,+3,,151,0,
015601,Ceram,Mnihla,Ceram  Mnihla,2025,2025-04-02,4,Controle,Zee300,all put,TH,394,0,
015601,Ceram,Mnihla,Ceram  Mnihla,2025,2025-04-02,4,Recharge,,au/pal,TH,0,550,
015606,SSTC,Lac1,SSTC Lac1,2025,2025-04-04,4,Controle,Iceburg,ENTREE,MR,259,0,
015623,Kantaoui Bey,Sousse,Kantaoui Bey  Sousse,2025,2025-04-05,4,Controle,,,,0,0,"LIV 2 x 1000 CTA1 + CTA2, 600 ml NEROLI SPA Ssox."
015500,El Mnara,Sidi Bou Said,El Mnara  Sidi Bou Said,2025,2025-04-02,4,Controle,Zee300,ENTREE,FM,173,0,
015500,El Mnara,Sidi Bou Said,El Mnara  Sidi Bou Said,2025,2025-04-02,4,Controle,Zee300,"""-1""",FM,0,0,
015500,El Mnara,Sidi Bou Said,El Mnara  Sidi Bou Said,2025,2025-04-02,4,Controle,Zee300,"""-1""",FM,0,0,
015500,El Mnara,Sidi Bou Said,El Mnara  Sidi Bou Said,2025,2025-04-02,4,Recharge,,,FM,0,300,
015500,El Mnara,Sidi Bou Said,El Mnara  Sidi Bou Said,2025,2025-04-02,4,Recharge,Zee300,"""-1""",FM,0,300,
015500,El Mnara,Sidi Bou Said,El Mnara  Sidi Bou Said,2025,2025-04-02,4,Recharge,Zee300,"""-1""",FM,0,300,
015500,Armatis,Lac1,Armatis Lac1,2025,2025-04-02,4,Recharge,,ENTREE,FC,0,300,
015629,Lord,Soukra,Lord  Soukra,2025,2025-04-07,4,Controle,Iceburg,,RG,223,0,
015629,Lord,Soukra,Lord  Soukra,2025,2025-04-07,4,Controle,Aromair100,,,46,0,
015631,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-07,4,Controle,Aromair100,Wifi,,193,0,
015631,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-07,4,Controle,Aromair100,,,178,0,
015631,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-07,4,Controle,,,,249,0,
015631,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-07,4,Controle,Aromair100,ENTREE,,162,0,
015631,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-07,4,Recharge,,,,0,300,
015628,Indigo,Charguia1,Indigo Charguia1,2025,2025-04-07,4,Controle,Aromair600,CDS,,189,0,
015628,Indigo,Charguia1,Indigo Charguia1,2025,2025-04-07,4,Controle,Aromair600,TBL,,393,0,
015628,Indigo,Charguia1,Indigo Charguia1,2025,2025-04-07,4,Recharge,Aromair600,CDS,,0,300,
015628,Indigo,Charguia1,Indigo Charguia1,2025,2025-04-07,4,Recharge,,,,0,173,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,BL1RDC,FE3,1,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,BL2A,FE3,0,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,RDC,FE3,46,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,BL2A + L,FE3,26,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,BL2A + L,FE3,17,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,RDC,FE3,0,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,RDC,FE3,0,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,BL2RDC,FE3,0,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Controle,Aromair100,ENTREE(D),FE3,1,0,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,Aromair100,BL1RDC,FE3,0,300,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,Aromair100,BL2A,FE3,0,300,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,,RDC,FE3,0,300,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,,BL2A L,FE3,0,300,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,,BL2A L,FE3,0,300,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,,RDC,FE3,0,300,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,,RDC,FE3,0,300,
015627,Asteel Flash,Soukra,Asteel Flash Soukra,2025,2025-04-07,4,Recharge,Aromair100,BL2RDC,FE3,0,300,
015625,Obioskin,Menzah9,Obioskin  Menzah9,2025,2025-04-07,4,Controle,Astree,ENTREE,FE3,3,0,
015638,Lake Tower,Lac2,Lake Tower Lac2,2025,2025-04-08,4,Controle,Aromair100,Wifi,CASH,0,0,
015638,Lake Tower,Lac2,Lake Tower Lac2,2025,2025-04-08,4,Recharge,,15 Jun,,0,300,
015639,Violette,Kram,Violette Kram,2025,2025-04-08,4,Controle,,,,0,0,
015639,Violette,Kram,Violette Kram,2025,2025-04-08,4,Controle,,,,0,0,
015639,Violette,Kram,Violette Kram,2025,2025-04-08,4,Controle,,,,0,0,
015618,Imen ABBES,,Imen ABBES,2025,2025-04-08,4,Controle,Astree,Salon,TH,300,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Controle,Iceburg,SA,NEROLI,197,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Controle,Iceburg,SA,,0,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Controle,Iceburg,BVDs,,290,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Controle,Iceburg,53/12,,30,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Controle,Iceburg,53/2,,23,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Controle,Iceburg,BVDs,,0,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Controle,Iceburg,OACI,,0,0,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Recharge,Iceburg,SA,NEROLI,0,300,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Recharge,Iceburg,SA,,0,300,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Recharge,Iceburg,53/12,,0,300,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Recharge,Iceburg,BVDs,,0,300,
015635,OACA,Charguia,OACA Charguia,2025,2025-04-08,4,Recharge,,siege,NEROLI,0,300,
015622,Mouradi Palace,Sousse,Mouradi Palace  Sousse,2025,2025-04-05,4,Controle,Aromair100,,,0,0,
015622,Mouradi Palace,Sousse,Mouradi Palace  Sousse,2025,2025-04-05,4,Recharge,,CTA,,0,1000,
015621,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-04-05,4,Controle,Aromair600,MAXI,RG,0,0,
015621,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-04-05,4,Controle,Aromair100,,LINA (L),0,0,
015621,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-04-05,4,Controle,Aromair100,,,0,0,
015621,Mall of Sousse,Sousse,Mall of Sousse  Sousse,2025,2025-04-05,4,Controle,Aromair100,,,0,0,
015615,Soquibat,Lac1,Soquibat Lac1,2025,2025-04-04,4,Controle,Astree,ENTREE,CASH,114,0,
015634,Marck Olivier,Soukra,Marck Olivier Soukra,2025,2025-04-07,4,Controle,Astree,Panel,FE2,288,0,
015634,Marck Olivier,Soukra,Marck Olivier Soukra,2025,2025-04-07,4,Controle,Astree,ENTREE,FE2,244,0,
015634,Marck Olivier,Soukra,Marck Olivier Soukra,2025,2025-04-07,4,Controle,Astree,ENTREE,FE2,229,0,
015633,Oishi,Soukra,Oishi Soukra,2025,2025-04-07,4,Recharge,,ENTREE,,0,300,
015632,716,CUN,716 CUN,2025,2025-04-07,4,Controle,Iceburg,ENTREE,,89,0,
015406,Armani Mall,Lac2,Armani Mall Lac2,2025,2025-04-10,4,Controle,Aromair100,,RG,249,0,
015405,Diesel Mall,Lac2,Diesel Mall  Lac2,2025,2025-04-10,4,Controle,Aromair100,,TH,154,0,
015403,ITDev,Lac3,ITDev Lac3,2025,2025-04-09,4,Controle,Zee300,,RG,112,0,
015403,ITDev,Lac3,ITDev Lac3,2025,2025-04-09,4,Recharge,,ENTREE,RG,0,300,
015640,716,CUN,716 CUN,2025,2025-04-09,4,Controle,Aromair100,,PC,0,0,
015640,716,CUN,716 CUN,2025,2025-04-09,4,Recharge,,,PC,0,300,
015641,Residence Khadija,Jardins Carthage,Residence Khadija Jardins Cathage,2025,2025-04-09,4,Controle,Iceburg,,FE2,136,0,
015643,Meuble Karray,Soukra,Meuble Karray Soukra,2025,2025-04-09,4,Controle,Astree,,RG,254,0,
015402,716,CUN,716 CUN,2025,2025-04-10,4,Controle,,,,0,0,
015642,716,CUN,716 CUN,2025,2025-04-09,4,Controle,Aromair100,,FO,0,0,
015642,716,CUN,716 CUN,2025,2025-04-09,4,Controle,Aromair100,,FO,182,0,
015642,716,CUN,716 CUN,2025,2025-04-09,4,Recharge,,Comptoir,CASH,0,150,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Controle,Aromair100,,,0,0,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Controle,Astree,,,290,0,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Controle,Aromair100,,,0,0,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Controle,Astree,,,0,0,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Recharge,,,,0,300,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Recharge,,RDC,,0,300,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Recharge,,,,0,300,
015401,Dar Said,Ariana,ARS Ariana Ariana,2025,2025-04-10,4,Recharge,,,,0,300,
015650,Padel,Soukra,Padel  Soukra,2025,2025-04-10,4,Controle,Aromair100,,LINA (L),114,0,
015650,Padel,Soukra,Padel  Soukra,2025,2025-04-10,4,Controle,Aromair100,,,0,0,
015650,Padel,Soukra,Padel  Soukra,2025,2025-04-10,4,Controle,Zee300,salle,FO,84,0,
015650,Padel,Soukra,Padel  Soukra,2025,2025-04-10,4,Recharge,,WCF,LINA (L),0,187,
015650,Padel,Soukra,Padel  Soukra,2025,2025-04-10,4,Recharge,,WCH,,0,300,
015644,Arena Gym,Soukra,Arena Gym Soukra,2025,2025-04-09,4,Controle,Aromair100,,MY (M),98,0,
015645,Villa Misk,Sidi Bou Said,Villa Misk Sidi Bou Said,2025,2025-04-09,4,Controle,Astree,ENTREE,,220,0,
015646,Edward's,Soukra,Edward's  Soukra,2025,2025-04-09,4,Controle,,,,0,0,
015648,Game Production,GP9,Game Production GP9,2025,2025-04-09,4,Controle,Zee300,ENTREE,,534,0,
015636,Sunset Padel,Ghazela,STMI Ghazela Ghazela,2025,2025-04-09,4,Controle,Aromair100,,,250,0,
015409,Geox,Carrefour Marsa,Geox  Carrefour Marsa,2025,2025-04-10,4,Controle,Aromair100,ENTREE,FE3,88,0,
015409,Geox,Carrefour Marsa,Geox  Carrefour Marsa,2025,2025-04-10,4,Recharge,Aromair100,ENTREE,FE3,0,300,
015410,Pharmacie Jihen Ghedas,Sousse,Pharmacie Jihen Ghedas Sousse,2025,2025-04-11,4,Controle,Astree,ENTREE,FE2,0,0,
015410,Pharmacie Jihen Ghedas,Sousse,Pharmacie Jihen Ghedas Sousse,2025,2025-04-11,4,Recharge,Astree,ENTREE,FE2,0,200,
015415,Coin Beaute & SPA,Menzah5,Coin Beaute & SPA Menzah5,2025,2025-04-11,4,Controle,Astree,ENTREE,MEL,0,0,
015415,Coin Beaute & SPA,Menzah5,Coin Beaute & SPA Menzah5,2025,2025-04-11,4,Recharge,,,MEL,0,300,
015419,Game Production,GP9,Game Production  GP9,2025,2025-04-12,4,Controle,Aromair100,,FO,0,0,
015419,Game Production,GP9,Game Production  GP9,2025,2025-04-12,4,Recharge,Zee300,ENTREE,FO,0,300,
015416,Alia Megdiche,Sfax,Alia Megdiche Sfax,2025,2025-04-11,4,Controle,Aromair100,ENTREE,RG,126,0,
015416,Alia Megdiche,Sfax,Alia Megdiche Sfax,2025,2025-04-11,4,Recharge,Aromair100,ENTREE,RG,0,300,
015417,Camomile,Gremda,Camomile  Gremda,2025,2025-04-11,4,Controle,Iceburg,ENTREE,FC,117,0,
015417,Camomile,Gremda,Camomile  Gremda,2025,2025-04-11,4,Recharge,Iceburg,ENTREE,FC,0,300,
015428,Tony Nasr,Jardin d'El Menzah,Tony Nasr Jardin d'El Menzah,2025,2025-04-12,4,Controle,Aromair100,Patio,FE3,47,0,
015428,Tony Nasr,Jardin d'El Menzah,Tony Nasr Jardin d'El Menzah,2025,2025-04-12,4,Recharge,Aromair100,ENTREE,FE3,0,300,
015429,Maison Audi,La Goulette,Maison Audi La Goulette,2025,2025-04-12,4,Controle,Zee300,ENTREE,V,250,0,
015429,Maison Audi,La Goulette,Maison Audi La Goulette,2025,2025-04-12,4,Controle,Zee300,ENTREE,V,257,0,
015408,716,CUN,716 CUN,2025,2025-04-10,4,Controle,Iceburg,Bureau,TH,53,0,
015413,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-11,4,Controle,Iceburg,RDC,MY (M),62,0,
015413,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-11,4,Controle,Iceburg,au fond,,189,0,
015413,Edward's,Sfax Kayed Mohamed,Edward's  Sfax Kayed Mohamed,2025,2025-04-11,4,Recharge,Iceburg,RDC,MY (M),0,300,
015412,Edward's,Sfax Kayed Mohamed,Edward's Sfax Kayed Mohamed,2025,2025-04-11,4,Controle,Iceburg,RDC,,0,0,
015412,Edward's,Sfax Kayed Mohamed,Edward's Sfax Kayed Mohamed,2025,2025-04-11,4,Recharge,Iceburg,RDC,,0,300,
015421,Camomile,Soukra,Camomile  Soukra,2025,2025-04-12,4,Controle,Iceburg,RDC,FC,0,0,
015421,Camomile,Soukra,Camomile  Soukra,2025,2025-04-12,4,Recharge,Iceburg,RDC,FC,0,300,
015425,Barista's,Ariana,Barista's  Ariana,2025,2025-04-12,4,Controle,Aromair100,,FE3,0,0,
015425,Barista's,Ariana,Barista's  Ariana,2025,2025-04-12,4,Recharge,,WC,FE3,0,700,
015424,Maison Porshe,La Goulette,Maison Porshe La Goulette,2025,2025-04-14,4,Controle,Zee300,ENTREE,RG,0,0,
015424,Maison Porshe,La Goulette,Maison Porshe La Goulette,2025,2025-04-14,4,Recharge,Zee300,ENTREE,RG,0,300,
015422,AF Collection,Soukra,AF Collection  Soukra,2025,2025-04-12,4,Controle,Astree,RDC,RG,130,0,
015422,AF Collection,Soukra,AF Collection  Soukra,2025,2025-04-12,4,Controle,Astree,"""-1""",RG,211,0,
015426,Le Monde est Petit,Jardin d'El Menzah,Le Monde est Petit   Jardin d'El Menzah,2025,2025-04-12,4,Controle,Aromair100,ENTREE,FO,0,0,
015426,Le Monde est Petit,Jardin d'El Menzah,Le Monde est Petit   Jardin d'El Menzah,2025,2025-04-12,4,Recharge,Aromair100,ENTREE,FO,0,300,
015427,Da Pietro,Jardin d'El Menzah,Da Pietro  Jardin d'El Menzah,2025,2025-04-12,4,Controle,Aromair100,ENTREE,RU,177,0,
015427,Da Pietro,Jardin d'El Menzah,Da Pietro  Jardin d'El Menzah,2025,2025-04-12,4,Controle,Aromair100,Comptoir,RU,217,0,
015423,Barista's,Ariana,Barista's  Ariana,2025,2025-04-12,4,Controle,,,,0,0,
015423,Barista's,Ariana,Barista's  Ariana,2025,2025-04-12,4,Recharge,,WC,FE3,0,300,
015448,Pharmacie Sadri,Lac2,Pharmacie Sadri  Lac2,2025,2025-04-17,4,Controle,Astree,ENTREE,FO,74,0,
015448,Pharmacie Sadri,Lac2,Pharmacie Sadri  Lac2,2025,2025-04-17,4,Controle,Aromair100,1er,FE2,43,0,
015448,Pharmacie Sadri,Lac2,Pharmacie Sadri  Lac2,2025,2025-04-17,4,Recharge,Astree,ENTREE,RG,0,300,
015432,SCPC,Mnihla,SCPC Mnihla,2025,2025-04-14,4,Controle,Astree,Comptoir,FE3,39,0,
015432,SCPC,Mnihla,SCPC Mnihla,2025,2025-04-14,4,Recharge,Astree,Comptoir,FE3,0,300,
015436,Polyclinique Les Jasmins,CUN,Polyclinique Les Jasmins CUN,2025,2025-04-14,4,Controle,Astree,ENTREE,TB,288,0,
015438,JC,Bardo,JC  Bardo,2025,2025-04-15,4,Controle,Astree,ENTREE,FO,0,0,
015439,Ami Voyage,Lafayette,Ami Voyage Lafayette,2025,2025-04-15,4,Controle,Astree,au fond,FE2,0,0,
015439,Ami Voyage,Lafayette,Ami Voyage Lafayette,2025,2025-04-15,4,Recharge,,Fond,FE2,0,300,
015440,Pharmacie de Nuit Maher Guiga,Bardo,Pharmacie de Nuit Maher Guiga Bardo,2025,2025-04-15,4,Controle,Aromair100,Caisse,FE2,0,0,
015440,Pharmacie de Nuit Maher Guiga,Bardo,Pharmacie de Nuit Maher Guiga Bardo,2025,2025-04-15,4,Controle,Aromair100,Rana,FE2,0,0,
